geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Lynn County, TX",county,05000US48305,1167,1035,1106,0.202042936288089,0.180188022284123,0.193154034229829,0.198172874209417,1128,5776,5744,5726,5692
"McCulloch County, TX",county,05000US48307,1359,1521,1522,0.166442131047153,0.187615640804243,0.188040523844823,0.184187662901825,1484,8165,8107,8094,8057
"McLennan County, TX",county,05000US48309,50293,49607,49881,0.220347522826449,0.215261444998915,0.214650876573917,0.19945991445797,46681,228244,230450,232382,234037
"McMullen County, TX",county,05000US48311,118,108,92,0.191558441558442,0.1671826625387,0.118251928020566,0.087928464977645,59,616,646,778,671
"Madison County, TX",county,05000US48313,2583,2327,1938,0.251705320600273,0.235597853599271,0.201539101497504,0.16513276208611,1561,10262,9877,9616,9453
"Marion County, TX",county,05000US48315,2387,2416,2264,0.23195024778933,0.238546603475513,0.225632848315727,0.216359631557869,2161,10291,10128,10034,9988
"Martin County, TX",county,05000US48317,770,712,692,0.157883945048185,0.141832669322709,0.133410449199923,0.106094388703084,571,4877,5020,5187,5382
"Mason County, TX",county,05000US48319,548,454,577,0.135980148883375,0.11220958971824,0.142504322054828,0.149394014345783,604,4030,4046,4049,4043
"Matagorda County, TX",county,05000US48321,7609,7757,7833,0.210904152114862,0.215012334728497,0.216878478278927,0.217063021852352,7877,36078,36077,36117,36289
"Maverick County, TX",county,05000US48323,16513,16449,14872,0.304892909896603,0.298627500816964,0.266652322808527,0.24685187820148,13879,54160,55082,55773,56224
"Medina County, TX",county,05000US48325,7775,6915,6656,0.177292835317189,0.156235878897424,0.149281180613183,0.139540002200946,6340,43854,44260,44587,45435
"Menard County, TX",county,05000US48327,505,349,317,0.234665427509294,0.163160355306218,0.148966165413534,0.134157944814462,282,2152,2139,2128,2102
"Midland County, TX",county,05000US48329,14555,14484,13238,0.103502222222222,0.100062176165803,0.088449691648794,0.078940528176336,12148,140625,144750,149667,153888
"Milam County, TX",county,05000US48331,4617,4667,4159,0.191871337738437,0.194896851248643,0.174126020514968,0.154612839733657,3692,24063,23946,23885,23879
"Mills County, TX",county,05000US48333,617,572,688,0.131053525913339,0.121753937845892,0.146289602381459,0.144933732364258,678,4708,4698,4703,4678
"Mitchell County, TX",county,05000US48335,811,744,766,0.11704430653774,0.109508389755667,0.114670658682635,0.102107728337237,654,6929,6794,6680,6405
"Montague County, TX",county,05000US48337,3039,2835,2878,0.156480098862057,0.147013067828251,0.150130412102243,0.160843563109852,3066,19421,19284,19170,19062
"Montgomery County, TX",county,05000US48339,58261,59302,59856,0.124325939203824,0.122773892484338,0.120029598317147,0.110383906848761,56804,468615,483018,498677,514604
"Moore County, TX",county,05000US48341,3363,4121,4421,0.154068169323804,0.187522752093193,0.201091653400045,0.178203374373005,3908,21828,21976,21985,21930
"Morris County, TX",county,05000US48343,2605,2213,2346,0.206010280743377,0.175537399857222,0.186887596590457,0.185606667735214,2316,12645,12607,12553,12478
"Motley County, TX",county,05000US48345,300,169,181,0.255102040816327,0.144568006843456,0.169317118802619,0.155053974484789,158,1176,1169,1069,1019
"Nacogdoches County, TX",county,05000US48347,15174,14480,14752,0.256803411860276,0.242562315733047,0.245641495295979,0.243582059734292,14631,59088,59696,60055,60066
"Navarro County, TX",county,05000US48349,9872,10247,9794,0.211314938887343,0.218211631423156,0.207390153520381,0.199171001987903,9418,46717,46959,47225,47286
"Newton County, TX",county,05000US48351,2238,2079,1798,0.160787412888857,0.148968185726569,0.129352517985612,0.162483015089752,2272,13919,13956,13900,13983
"Nolan County, TX",county,05000US48353,2693,2716,3108,0.184553179824561,0.185443124402567,0.212121212121212,0.176019709827539,2572,14592,14646,14652,14612
"Nueces County, TX",county,05000US48355,62306,60594,61965,0.184376007978007,0.177379788411211,0.179590996829298,0.169659647158463,59095,337929,341606,345034,348315
"Ochiltree County, TX",county,05000US48357,1802,1606,1447,0.17325257186809,0.153200419727177,0.136741636741637,0.125725154541132,1322,10401,10483,10582,10515
"Oldham County, TX",county,05000US48359,267,279,214,0.14247598719317,0.166965888689408,0.130726939523519,0.132389162561576,215,1874,1671,1637,1624
"Orange County, TX",county,05000US48361,11740,12054,12691,0.144312915637177,0.147572292549154,0.154532724505327,0.15232909860859,12590,81351,81682,82125,82650
"Palo Pinto County, TX",county,05000US48363,5104,4908,5425,0.18490073902333,0.178122958554112,0.19786993471204,0.178997960967084,4916,27604,27554,27417,27464
"Panola County, TX",county,05000US48365,2955,3224,3509,0.126976624269508,0.138482023968043,0.15040075436115,0.145614716932245,3372,23272,23281,23331,23157
"Parker County, TX",county,05000US48367,12553,12874,11785,0.109240114174325,0.110551987084807,0.099393602037632,0.093971206502077,11377,114912,116452,118569,121069
"Parmer County, TX",county,05000US48369,2136,1747,1696,0.213493253373313,0.175542604501608,0.172270187912646,0.167863002461034,1637,10005,9952,9845,9752
"Pecos County, TX",county,05000US48371,2211,2033,1643,0.167031804789605,0.151264880952381,0.119656252275872,0.097308337588446,1334,13237,13440,13731,13709
"Polk County, TX",county,05000US48373,8305,7448,7279,0.201739257172007,0.180033840947547,0.173789513895521,0.182394849582239,7706,41167,41370,41884,42249
"Potter County, TX",county,05000US48375,26895,25941,25466,0.231134142882925,0.223656303346956,0.220343675913268,0.219265256376774,25187,116361,115986,115574,114870
"Presidio County, TX",county,05000US48377,1868,1597,1586,0.247909754479098,0.214247383954924,0.21729003973147,0.244992295839753,1749,7535,7454,7299,7139
"Rains County, TX",county,05000US48379,1478,1216,1206,0.136020614761642,0.111723631018008,0.110217510509962,0.106785519374204,1174,10866,10884,10942,10994
"Randall County, TX",county,05000US48381,12447,13139,13076,0.103079891677916,0.107312332056486,0.105178488119561,0.10514992497797,13245,120751,122437,124322,125963
"Reagan County, TX",county,05000US48383,321,614,552,0.094942324755989,0.17684331797235,0.154795288839035,0.175487465181058,630,3381,3472,3566,3590
"Real County, TX",county,05000US48385,659,630,541,0.202023298589822,0.192425167990226,0.16590003066544,0.184081130915796,599,3262,3274,3261,3254
"Red River County, TX",county,05000US48387,2000,2181,2321,0.160642570281125,0.176157014780712,0.188224799286352,0.165411071077629,2020,12450,12381,12331,12212
"Reeves County, TX",county,05000US48389,2570,2128,1895,0.219021646497358,0.18567315242998,0.168130600656552,0.147168502298153,1697,11734,11461,11271,11531
"Refugio County, TX",county,05000US48391,1140,1222,1203,0.161702127659574,0.172452723680497,0.169341216216216,0.157687991021324,1124,7050,7086,7104,7128
"Roberts County, TX",county,05000US48393,31,19,14,0.030185004868549,0.020674646354733,0.01511879049676,0.018104366347178,17,1027,919,926,939
"Robertson County, TX",county,05000US48395,3382,3099,2841,0.20698941183671,0.189657282741738,0.173921028466483,0.150633764007103,2460,16339,16340,16335,16331
"Rockwall County, TX",county,05000US48397,4700,5156,5310,0.058653222183397,0.062550801295661,0.062689633188907,0.06167815011407,5380,80132,82429,84703,87227
"Runnels County, TX",county,05000US48399,2230,2415,2071,0.219358646468621,0.237276478679505,0.203098950671766,0.177856649906339,1804,10166,10178,10197,10143
"Rusk County, TX",county,05000US48401,8644,8345,8510,0.178392322773708,0.169593139048084,0.174714625934138,0.164598396486358,7945,48455,49206,48708,48269
"Sabine County, TX",county,05000US48403,2708,2652,2840,0.258199847444699,0.253804191788688,0.274290129418582,0.232252410166521,2385,10488,10449,10354,10269
"San Augustine County, TX",county,05000US48405,2265,2031,2105,0.263678696158324,0.237432779985971,0.248377581120944,0.266241578440808,2213,8590,8554,8475,8312
"San Jacinto County, TX",county,05000US48407,5322,5376,5419,0.200784727986116,0.201627723812024,0.202382730803705,0.171879643387816,4627,26506,26663,26776,26920
"San Patricio County, TX",county,05000US48409,10903,10525,9949,0.169572452836058,0.162839991335829,0.152568624444104,0.142586185967468,9397,64297,64634,65210,65904
"San Saba County, TX",county,05000US48411,831,788,792,0.151891793090843,0.14812030075188,0.152395612853569,0.179883945841393,930,5471,5320,5197,5170
"Schleicher County, TX",county,05000US48413,749,732,630,0.227659574468085,0.224058769513315,0.195409429280397,0.131504257332072,417,3290,3267,3224,3171
"Scurry County, TX",county,05000US48415,2390,1953,1527,0.157485503426463,0.127107061503417,0.098579728857327,0.081082818930041,1261,15176,15365,15490,15552
"Shackelford County, TX",county,05000US48417,533,569,635,0.160832830416415,0.171333935561578,0.190977443609023,0.18465736810188,609,3314,3321,3325,3298
"Shelby County, TX",county,05000US48419,5567,5860,5553,0.220720006343668,0.231401042489338,0.218389900499469,0.228463237614389,5792,25222,25324,25427,25352
"Sherman County, TX",county,05000US48421,410,484,376,0.136575616255829,0.16042426251243,0.124051468162323,0.136123928806856,413,3002,3017,3031,3034
"Smith County, TX",county,05000US48423,34656,35447,37048,0.16705712219812,0.168898990332156,0.174294316898758,0.169774434690325,36474,207450,209871,212560,214838
"Somervell County, TX",county,05000US48425,774,978,1158,0.093421846710923,0.117788751053836,0.138516746411483,0.176240208877285,1485,8285,8303,8360,8426
"Starr County, TX",county,05000US48427,23826,23910,22663,0.391945911266841,0.38949614739277,0.36590997158357,0.376420910667266,23445,60789,61387,61936,62284
"Stephens County, TX",county,05000US48429,1647,1752,1751,0.188400823610158,0.199362767410105,0.199977158519872,0.220251778872468,2012,8742,8788,8756,9135
"Sterling County, TX",county,05000US48431,199,267,208,0.151330798479087,0.203506097560976,0.160246533127889,0.155274261603376,184,1315,1312,1298,1185
"Stonewall County, TX",county,05000US48433,218,252,264,0.166285278413425,0.185840707964602,0.194690265486726,0.188566552901024,221,1311,1356,1356,1172
"Sutton County, TX",county,05000US48435,292,249,328,0.072745391131041,0.063085888016215,0.083737554250702,0.091959928076034,358,4014,3947,3917,3893
"Swisher County, TX",county,05000US48437,1656,1570,1595,0.231478892927034,0.22013460459899,0.22579275198188,0.234410755148741,1639,7154,7132,7064,6992
"Tarrant County, TX",county,05000US48439,276852,284626,283264,0.151782894736842,0.153288453252908,0.149946535387221,0.14356131167331,275899,1824000,1856800,1889100,1921820
"Taylor County, TX",county,05000US48441,22036,23035,22395,0.174064156338618,0.180485473407089,0.174187978346089,0.175418354151018,22653,126597,127628,128568,129137
"Terrell County, TX",county,05000US48443,84,136,186,0.100358422939068,0.168108776266996,0.201954397394137,0.249357326478149,194,837,809,921,778
"Terry County, TX",county,05000US48445,1616,1452,1756,0.140387455477369,0.125997917389795,0.15280194918204,0.136693757565278,1581,11511,11524,11492,11566
"Throckmorton County, TX",county,05000US48447,219,154,199,0.136875,0.098781270044901,0.130921052631579,0.133378016085791,199,1600,1559,1520,1492
"Titus County, TX",county,05000US48449,6982,7112,6848,0.219559748427673,0.222618712242151,0.213826266158746,0.2076843846562,6654,31800,31947,32026,32039
"Tom Green County, TX",county,05000US48451,17175,17264,16202,0.161968709625704,0.160774818401937,0.148594488008438,0.138318112633181,15267,106039,107380,109035,110376
"Travis County, TX",county,05000US48453,181531,187574,180220,0.17417890828144,0.175186558451868,0.164083981280842,0.152144865134154,171023,1042210,1070710,1098340,1124080
"Trinity County, TX",county,05000US48455,2298,2299,2381,0.160564561207378,0.160432658757851,0.166771730755761,0.155188181498417,2206,14312,14330,14277,14215
"Tyler County, TX",county,05000US48457,3361,3017,3159,0.174407140262571,0.158455882352941,0.167461832061069,0.157029263807,2903,19271,19040,18864,18487
"Upshur County, TX",county,05000US48459,6134,5503,5322,0.157536533374425,0.140343271020887,0.134922043351502,0.135373051505827,5367,38937,39211,39445,39646
"Upton County, TX",county,05000US48461,553,607,657,0.170784434836319,0.185911179173047,0.196883428228948,0.203633167301494,695,3238,3265,3337,3413
"Uvalde County, TX",county,05000US48463,6870,6166,5248,0.265394421695125,0.236571516267649,0.199346653498443,0.207256235827664,5484,25886,26064,26326,26460
"Val Verde County, TX",county,05000US48465,10467,10619,9738,0.22133175445645,0.223581429624171,0.206234910415519,0.208505121774982,9811,47291,47495,47218,47054
"Van Zandt County, TX",county,05000US48467,8477,8863,8787,0.164247931642479,0.171348477525375,0.169130384570967,0.157689364957919,8244,51611,51725,51954,52280
"Victoria County, TX",county,05000US48469,14638,15395,14531,0.16881753912512,0.175904660702247,0.164040098439864,0.147127515728542,13166,86709,87519,88582,89487
"Walker County, TX",county,05000US48471,12117,12186,12642,0.25990990990991,0.253558052434457,0.258073735352958,0.240391891353698,12072,46620,48060,48986,50218
"Waller County, TX",county,05000US48473,8289,7916,7505,0.20426821755095,0.193021384506596,0.182394828298539,0.190396719435438,7986,40579,41011,41147,41944
"Ward County, TX",county,05000US48475,2158,2160,1831,0.203834891848493,0.199814986123959,0.165222883955965,0.166488888888889,1873,10587,10810,11082,11250
"Washington County, TX",county,05000US48477,4788,4635,4325,0.148899116805573,0.143631856213201,0.134567517112632,0.143647946561108,4645,32156,32270,32140,32336
"Webb County, TX",county,05000US48479,78784,81776,82307,0.313548191955935,0.320001252206035,0.317564491361283,0.320927376134331,84134,251266,255549,259182,262159
"Wharton County, TX",county,05000US48481,7649,7378,7178,0.188408295975171,0.182042488094944,0.176302991599941,0.177130814095966,7228,40598,40529,40714,40806
"Wheeler County, TX",county,05000US48483,779,758,862,0.143224857510572,0.138523391812865,0.156784285194616,0.17200217037439,951,5439,5472,5498,5529
"Wichita County, TX",county,05000US48485,18562,19832,20712,0.155989747468381,0.167055553215685,0.175839849221914,0.185115302193346,21682,118995,118715,117789,117127
"Wilbarger County, TX",county,05000US48487,2674,2562,2275,0.207030040260142,0.198159177043855,0.177748261582936,0.163774829237654,2086,12916,12929,12799,12737
"Willacy County, TX",county,05000US48489,7899,7447,7604,0.39956497546664,0.379697139652271,0.390228882274454,0.371653305097565,7371,19769,19613,19486,19833
"Williamson County, TX",county,05000US48491,30651,34223,35014,0.070123862383264,0.07564765694076,0.074731766870354,0.072200418224708,35045,437098,452400,468529,485385
"Wilson County, TX",county,05000US48493,4951,4988,4783,0.115311160797466,0.11401664076072,0.107126858985845,0.10531286376315,4795,42936,43748,44648,45531
"Winkler County, TX",county,05000US48495,909,867,1040,0.12765061086926,0.119175257731959,0.13941018766756,0.172960923157619,1319,7121,7275,7460,7626
"Wise County, TX",county,05000US48497,6357,6058,7015,0.108198730277603,0.102396808762381,0.11706299541093,0.124774227447374,7599,58753,59162,59925,60902
"Wood County, TX",county,05000US48499,5897,5948,6073,0.146178825512506,0.145570239843368,0.147017526871308,0.133010940604726,5556,40341,40860,41308,41771
"Yoakum County, TX",county,05000US48501,922,872,979,0.117005076142132,0.108619830592925,0.119361131431358,0.11976911976912,996,7880,8028,8202,8316
