geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Sheridan County, NE",county,05000US31161,845,903,857,0.160280728376328,0.172492836676218,0.165093430938162,0.168083462132921,870,5272,5235,5191,5176
"Sherman County, NE",county,05000US31163,415,365,411,0.135091145833333,0.119242077752369,0.134886773875944,0.132804757185332,402,3072,3061,3047,3027
"Sioux County, NE",county,05000US31165,114,140,156,0.093137254901961,0.109460516028147,0.124899919935949,0.10989010989011,140,1224,1279,1249,1274
"Stanton County, NE",county,05000US31167,518,629,701,0.084792928466198,0.103436934714685,0.115543102027361,0.095063375583723,570,6109,6081,6067,5996
"Thayer County, NE",county,05000US31169,676,692,604,0.13383488418135,0.137083993660856,0.120103400278385,0.120287253141831,603,5051,5048,5029,5013
"Thomas County, NE",county,05000US31171,56,59,55,0.076607387140903,0.079088471849866,0.08160237388724,0.096296296296296,65,731,746,674,675
"Thurston County, NE",county,05000US31173,1830,2081,2090,0.269117647058823,0.305849500293945,0.306002928257687,0.31493317838466,2168,6800,6804,6830,6884
"Valley County, NE",county,05000US31175,637,560,540,0.151847437425507,0.133428639504408,0.129310344827586,0.127940470475276,533,4195,4197,4176,4166
"Washington County, NE",county,05000US31177,1517,1788,1880,0.077071584616166,0.09028935009847,0.094572161577544,0.091833158079215,1834,19683,19803,19879,19971
"Wayne County, NE",county,05000US31179,1235,1223,1115,0.150225033450918,0.14863879436072,0.136241446725318,0.121175030599755,990,8221,8228,8184,8170
"Webster County, NE",county,05000US31181,560,452,459,0.154824440143766,0.125905292479109,0.128499440089586,0.103672316384181,367,3617,3590,3572,3540
"Wheeler County, NE",county,05000US31183,139,111,61,0.159953970080552,0.130896226415094,0.072018890200708,0.050931677018634,41,869,848,847,805
"York County, NE",county,05000US31185,1137,1245,1393,0.088724151385096,0.095953757225434,0.107517752392714,0.094090382387022,1218,12815,12975,12956,12945
"Churchill County, NV",county,05000US32001,3619,4043,3802,0.149973063694004,0.168619927430454,0.159259414401206,0.162585493540488,3851,24131,23977,23873,23686
"Clark County, NV",county,05000US32003,295724,311679,315358,0.151481654125325,0.157485220554798,0.156857068958657,0.150285504587156,307146,1952210,1979100,2010480,2043750
"Douglas County, NV",county,05000US32005,4757,4910,4984,0.102015869611838,0.104910046579206,0.106255063318126,0.109327217125382,5148,46630,46802,46906,47088
"Elko County, NV",county,05000US32007,4329,4966,5574,0.087761266649097,0.098827837369898,0.10975465679518,0.105393591694962,5401,49327,50249,50786,51246
"Esmeralda County, NV",county,05000US32009,213,235,194,0.22257053291536,0.229941291585127,0.171226831421006,0.11875589066918,126,957,1022,1133,1061
"Eureka County, NV",county,05000US32011,248,285,162,0.139325842696629,0.163323782234957,0.097355769230769,0.107826086956522,186,1780,1745,1664,1725
"Humboldt County, NV",county,05000US32013,2023,1671,1762,0.12283684498148,0.100450856627592,0.104725111441308,0.118537425060842,1997,16469,16635,16825,16847
"Lander County, NV",county,05000US32015,534,707,676,0.093307705748733,0.120545609548167,0.114731839782756,0.129335383563984,757,5723,5865,5892,5853
"Lincoln County, NV",county,05000US32017,859,797,631,0.173255344897136,0.161728896103896,0.13094002905167,0.127109591967528,595,4958,4928,4819,4681
"Lyon County, NV",county,05000US32019,7622,7625,8482,0.149800514926986,0.149348741553227,0.165321794721865,0.152614955335517,7876,50881,51055,51306,51607
"Mineral County, NV",county,05000US32021,937,919,907,0.205347359193513,0.203995560488346,0.202365015618028,0.21203244704822,941,4563,4505,4482,4438
"Nye County, NV",county,05000US32023,8111,7891,7658,0.189195493457116,0.186020744931636,0.181895916961592,0.172352306320679,7346,42871,42420,42101,42622
"Pershing County, NV",county,05000US32027,879,931,832,0.179938587512794,0.192275919041718,0.175194777847968,0.16423982869379,767,4885,4842,4749,4670
"Storey County, NV",county,05000US32029,433,413,293,0.110010162601626,0.105437835077866,0.074840357598978,0.072356687898089,284,3936,3917,3915,3925
"Washoe County, NV",county,05000US32031,63298,66511,65248,0.150913256706077,0.156832645977613,0.152007138147856,0.149644208375142,65024,419433,424089,429243,434524
"White Pine County, NV",county,05000US32033,1171,980,987,0.128780380512482,0.110223821842312,0.114887673146316,0.127537616431813,1068,9093,8891,8591,8374
"Carson City County, NV",county,05000US32510,8557,9015,8787,0.162024501543181,0.171394349595042,0.167646048765597,0.166711153479504,8744,52813,52598,52414,52450
"Belknap County, NH",county,05000US33001,5849,6069,6214,0.098672334969719,0.102304333900848,0.104635694680654,0.103154951403979,6124,59277,59323,59387,59367
"Carroll County, NH",county,05000US33003,4756,4533,4484,0.100811836276152,0.096223651531555,0.09545909352181,0.100689625723253,4716,47177,47109,46973,46837
"Cheshire County, NH",county,05000US33005,8169,8427,8467,0.113584538375973,0.117426564851458,0.11825914493624,0.109200944833466,7813,71920,71764,71597,71547
"Coos County, NH",county,05000US33007,4178,4066,4257,0.133700278408909,0.132017273288094,0.140555353782151,0.133491859044222,4042,31249,30799,30287,30279
"Grafton County, NH",county,05000US33009,9237,9287,9609,0.111886333078964,0.112180803517503,0.116130669663899,0.117393991541137,9687,82557,82786,82743,82517
"Hillsborough County, NH",county,05000US33011,33835,33938,34681,0.085949586065168,0.085967520904207,0.087642243960871,0.086345543610415,34231,393661,394777,395711,396442
"Merrimack County, NH",county,05000US33013,12174,13391,12840,0.086868412978172,0.095355080358605,0.091047686580394,0.086042674333789,12150,140143,140433,141025,141209
"Rockingham County, NH",county,05000US33015,16237,16807,16192,0.055211740783308,0.056931774684719,0.054607508532423,0.051184222899902,15240,294086,295213,296516,297748
"Strafford County, NH",county,05000US33017,12192,12982,12997,0.105375061581145,0.111818361915262,0.11140349373425,0.10133895426733,11875,115701,116099,116666,117181
"Sullivan County, NH",county,05000US33019,4232,3874,4099,0.099038169010789,0.090947506808151,0.096704178167835,0.090096903805247,3812,42731,42596,42387,42310
"Atlantic County, NJ",county,05000US34001,38434,40852,40868,0.143586180101019,0.151993302948563,0.151696132617193,0.154549384694509,41469,267672,268775,269407,268322
"Bergen County, NJ",county,05000US34003,65215,68104,67959,0.072256865039267,0.074838902515143,0.074223784289141,0.07518132100017,69119,902544,910008,915596,919364
"Burlington County, NJ",county,05000US34005,24092,25205,27881,0.055064030334128,0.057554860365812,0.063624600934253,0.064922761545819,28440,437527,437930,438211,438059
"Camden County, NJ",county,05000US34007,65804,66176,66802,0.129850858187013,0.130866404575262,0.132265211528904,0.132655793501092,66882,506766,505676,505061,504177
"Cape May County, NJ",county,05000US34009,9561,10483,9744,0.101125378122819,0.111322317560105,0.104213903743316,0.10411968125094,9695,94546,94168,93500,93114
"Cumberland County, NJ",county,05000US34011,25482,26192,25760,0.174809631611443,0.180234238449787,0.178513267222442,0.184982094897046,26448,145770,145322,144303,142976
"Essex County, NJ",county,05000US34013,127260,132420,133788,0.166108013282376,0.171864657555582,0.17314397086572,0.171875686843378,132940,766128,770490,772698,773466
"Gloucester County, NJ",county,05000US34015,23087,22707,23200,0.081217613390511,0.079623395750053,0.081118881118881,0.081014801216424,23257,284261,285180,286000,287071
"Hudson County, NJ",county,05000US34017,107116,112585,114900,0.167890785410887,0.173658938379882,0.175138022175004,0.174082354879721,115156,638010,648311,656054,661503
"Hunterdon County, NJ",county,05000US34019,4874,5065,5379,0.039790028817973,0.041540909389148,0.044045035823951,0.045301764618655,5499,122493,121928,122125,121386
"Mercer County, NJ",county,05000US34021,39020,41005,40354,0.111760005270077,0.116746528637848,0.114658006370205,0.112062111484909,39606,349141,351231,351951,353429
"Middlesex County, NJ",county,05000US34023,67441,68181,70908,0.085056337637376,0.085403248231961,0.088317608594115,0.089350181629347,71749,792898,798342,802875,803009
"Monmouth County, NJ",county,05000US34025,43334,45810,46492,0.069538007285332,0.073535667447344,0.074650087749017,0.076176953082866,47318,623170,622963,622799,621159
"Morris County, NJ",county,05000US34027,21519,22788,22068,0.044159202142396,0.046577414409811,0.044992201596379,0.045817005051833,22483,487305,489250,490485,490713
"Ocean County, NJ",county,05000US34029,59342,63748,64795,0.103913887813907,0.111065618755085,0.112504210551904,0.111902972503693,64770,571069,573967,575934,578805
"Passaic County, NJ",county,05000US34031,80715,81751,83203,0.163210957973406,0.164395654779381,0.166595585776614,0.167828103360851,83738,494544,497282,499431,498951
"Salem County, NJ",county,05000US34033,8031,8693,8602,0.124078794901506,0.135244881448752,0.134922751156772,0.13765579715883,8692,64725,64276,63755,63143
"Somerset County, NJ",county,05000US34035,16118,16697,16479,0.04994561697618,0.051332581140034,0.050385712582211,0.0515741324825,16924,322711,325271,327057,328149
"Sussex County, NJ",county,05000US34037,8275,8337,8237,0.056547171616395,0.057384157925167,0.057037011390784,0.058308509079747,8358,146338,145284,144415,143341
"Union County, NJ",county,05000US34039,57591,59523,59034,0.107960925534687,0.110606502635877,0.108949574326332,0.107546899086484,58464,533443,538151,541847,543614
"Warren County, NJ",county,05000US34041,8272,8343,8394,0.077726828534917,0.078885411446564,0.07966667932121,0.079140038174101,8334,106424,105761,105364,105307
"Bernalillo County, NM",county,05000US35001,118286,123244,128917,0.179638463279101,0.185893713394501,0.193781763467109,0.18714407082409,124678,658467,662981,665269,666214
"Catron County, NM",county,05000US35003,712,900,615,0.196957123098202,0.247933884297521,0.172076105204253,0.228660260033917,809,3615,3630,3574,3538
"Chaves County, NM",county,05000US35005,13588,14006,14013,0.213319099500769,0.218789052736816,0.21906950567489,0.222270933800964,14196,63698,64016,63966,63868
"Cibola County, NM",county,05000US35006,6977,7385,7489,0.275661793757408,0.290165415897214,0.293226311667972,0.273590064052492,7005,25310,25451,25540,25604
"Colfax County, NM",county,05000US35007,2303,2420,2490,0.177085736255286,0.189402833215935,0.198754789272031,0.214349995909351,2620,13005,12777,12528,12223
"Curry County, NM",county,05000US35009,9056,9712,10338,0.188521348127485,0.198568799836434,0.209500263445872,0.216415641280331,10676,48037,48910,49346,49331
"De Baca County, NM",county,05000US35011,458,419,454,0.234631147540984,0.215979381443299,0.227568922305764,0.199589533093894,389,1952,1940,1995,1949
"Doña Ana County, NM",county,05000US35013,55618,57837,58846,0.270200155460552,0.278462790261,0.281663579404852,0.276133385084983,57626,205840,207701,208923,208689
"Eddy County, NM",county,05000US35015,6693,7044,6237,0.124764656538354,0.130059084194978,0.113313469714037,0.137218619190486,7638,53645,54160,55042,55663
"Grant County, NM",county,05000US35017,5841,5621,5940,0.202468023155049,0.195812722079008,0.208201892744479,0.215281216837637,6086,28849,28706,28530,28270
"Guadalupe County, NM",county,05000US35019,692,608,552,0.174615190512238,0.153303076147252,0.140744518103009,0.141588296760711,542,3963,3966,3922,3828
"Harding County, NM",county,05000US35021,115,115,59,0.167394468704512,0.175572519083969,0.104424778761062,0.143362831858407,81,687,655,565,565
"Hidalgo County, NM",county,05000US35023,1148,1057,1054,0.24306584797798,0.228392394122731,0.233031173999558,0.243157656638769,1075,4723,4628,4523,4421
"Lea County, NM",county,05000US35025,9507,10600,9859,0.149594033232628,0.163969928533861,0.149610003338493,0.158262695971795,10549,63552,64646,65898,66655
"Lincoln County, NM",county,05000US35027,2957,3243,3271,0.14666203749628,0.162190547636909,0.165285497726124,0.179675918826356,3515,20162,19995,19790,19563
"Los Alamos County, NM",county,05000US35028,786,986,1092,0.044016352130817,0.055235000840289,0.06120390090797,0.050789370189337,904,17857,17851,17842,17799
"Luna County, NM",county,05000US35029,7323,7423,7236,0.296886402335198,0.301772501829417,0.296290230120383,0.294944746825004,7153,24666,24598,24422,24252
"McKinley County, NM",county,05000US35031,25046,26502,27493,0.349535970972019,0.365872851522054,0.374742724732502,0.380960776867574,28089,71655,72435,73365,73732
"Mora County, NM",county,05000US35033,941,1034,1092,0.196532999164578,0.218975010588734,0.234334763948498,0.225315354501957,1036,4788,4722,4660,4598
"Otero County, NM",county,05000US35035,13583,13761,14387,0.218050182203458,0.219603274659688,0.230775400211735,0.24847109566113,15439,62293,62663,62342,62136
"Quay County, NM",county,05000US35037,1879,1763,1484,0.214448755991783,0.201278684781368,0.171303243680018,0.192751235584843,1638,8762,8759,8663,8498
"Rio Arriba County, NM",county,05000US35039,8426,8973,9413,0.211533150905028,0.225276794456579,0.237432210871484,0.23408121545567,9275,39833,39831,39645,39623
"Roosevelt County, NM",county,05000US35041,4815,5249,4918,0.254210442954437,0.277989619743671,0.263135366506153,0.258620689655172,4755,18941,18882,18690,18386
"Sandoval County, NM",county,05000US35043,18812,19702,19305,0.141704643892885,0.146718894283757,0.14237985662448,0.144030879917109,19739,132755,134284,135588,137047
"San Juan County, NM",county,05000US35045,28351,27058,24755,0.223625363822084,0.215167828998115,0.200615908262085,0.205807391225196,24871,126779,125753,123395,120846
"San Miguel County, NM",county,05000US35047,8118,8096,8093,0.29388553017413,0.294303682431204,0.296729485957322,0.301179710468535,8093,27623,27509,27274,26871
"Santa Fe County, NM",county,05000US35049,24249,23896,22477,0.170448315128,0.166572561812947,0.155790597253894,0.155543576666045,22507,142266,143457,144277,144699
"Sierra County, NM",county,05000US35051,2618,2037,2360,0.225514686880868,0.177346334668292,0.207966161438139,0.220999910562561,2471,11609,11486,11348,11181
"Socorro County, NM",county,05000US35053,4317,4297,4278,0.250769677606738,0.251242472080921,0.251380890821483,0.225281899109792,3796,17215,17103,17018,16850
"Taos County, NM",county,05000US35055,8248,7751,7909,0.252781268197003,0.236917716102213,0.241651135078982,0.218830137989987,7168,32629,32716,32729,32756
"Torrance County, NM",county,05000US35057,4335,4391,4833,0.285761371127225,0.292032455440277,0.323104693140794,0.311228283647671,4604,15170,15036,14958,14793
"Union County, NM",county,05000US35059,475,522,498,0.119137195886632,0.135198135198135,0.134412955465587,0.169239250275634,614,3987,3861,3705,3628
"Valencia County, NM",county,05000US35061,17528,18464,17604,0.235978351598051,0.247952085515537,0.236787948079898,0.232316264978766,17177,74278,74466,74345,73938
"Albany County, NY",county,05000US36001,37541,39373,39349,0.129666344294004,0.135509161745068,0.134831653177448,0.12923933362092,37749,289520,290556,291838,292086
"Allegany County, NY",county,05000US36003,7169,7377,7285,0.164732645511156,0.170349844128853,0.169009836674091,0.170709414328904,7284,43519,43305,43104,42669
"Bronx County, NY",county,05000US36005,405465,419580,427574,0.29802865144176,0.304661632297415,0.307032888122935,0.305292648108494,427715,1360490,1377200,1392600,1401000
"Broome County, NY",county,05000US36007,32928,33527,33615,0.173919473509077,0.177771532800271,0.178701483730005,0.174245580302302,32624,189329,188596,188107,187230
"Cattaraugus County, NY",county,05000US36009,13841,13598,13954,0.179450278750162,0.176962819328223,0.182593789665144,0.174626787077749,13265,77130,76841,76421,75962
"Cayuga County, NY",county,05000US36011,9581,9360,9010,0.126867055084746,0.124062243193807,0.119861646933617,0.113897232353572,8494,75520,75446,75170,74576
"Chautauqua County, NY",county,05000US36013,24388,24707,23894,0.190681709786628,0.193839684295588,0.188848053744319,0.193981102537409,24410,127899,127461,126525,125837
"Chemung County, NY",county,05000US36015,13027,13295,13044,0.156630996753637,0.160078504087751,0.15800758300728,0.15936105636102,13179,83170,83053,82553,82699
"Chenango County, NY",county,05000US36017,7656,8075,7741,0.155143065575099,0.16439332247557,0.158646554904292,0.153871512753946,7468,49348,49120,48794,48534
"Clinton County, NY",county,05000US36019,10717,11268,12163,0.145032072969389,0.152278501540624,0.16479466717249,0.161369292912808,11865,73894,73996,73807,73527
"Columbia County, NY",county,05000US36021,5911,6258,7067,0.097924225104783,0.103684803499238,0.117401777556275,0.12699340402438,7605,60363,60356,60195,59885
"Cortland County, NY",county,05000US36023,6691,6173,6675,0.14655889954878,0.135458954159444,0.146658171112185,0.137519379844961,6209,45654,45571,45514,45150
"Delaware County, NY",county,05000US36025,6448,6089,6799,0.141885796017164,0.135124938972971,0.152738464303365,0.158525241066364,6987,45445,45062,44514,44075
"Dutchess County, NY",county,05000US36027,25155,24801,26229,0.089568979330236,0.088241886877039,0.093468035065213,0.091533459378939,25562,280845,281057,280620,279264
"Erie County, NY",county,05000US36029,130138,131644,134715,0.145716393962093,0.147184472532326,0.150444078892265,0.147401950225391,132072,893091,894415,895449,895999
"Essex County, NY",county,05000US36031,4342,4159,3894,0.118562612637213,0.1137519829331,0.106755126658625,0.100725400077524,3638,36622,36562,36476,36118
"Franklin County, NY",county,05000US36033,8743,9001,9213,0.192111623818941,0.19733841971411,0.202550291304826,0.192304294044884,8706,45510,45612,45485,45272
"Fulton County, NY",county,05000US36035,8649,8652,9100,0.161419159776787,0.161967875996855,0.170738114000525,0.167002770500763,8861,53581,53418,53298,53059
"Genesee County, NY",county,05000US36037,7468,7441,7748,0.126496942595322,0.126315610782916,0.132132746683038,0.124533750451209,7245,59037,58908,58638,58177
"Greene County, NY",county,05000US36039,6881,6296,5813,0.151283967988743,0.139036724598635,0.128865636569199,0.129743452699091,5826,45484,45283,45109,44904
"Hamilton County, NY",county,05000US36041,452,451,609,0.094363256784969,0.094787725935267,0.128725428027901,0.112754555198285,526,4790,4758,4731,4665
"Herkimer County, NY",county,05000US36043,9449,10023,9145,0.149760674549085,0.159004378450409,0.145874208419071,0.140112885639151,8738,63094,63036,62691,62364
"Jefferson County, NY",county,05000US36045,17372,16917,16938,0.154379354471776,0.150014631680692,0.150581416023612,0.145780395607553,16236,112528,112769,112484,111373
"Kings County, NY",county,05000US36047,583378,595531,597404,0.23154790491651,0.233632272921644,0.232078161723287,0.227306949769605,587518,2519470,2549010,2574150,2584690
"Lewis County, NY",county,05000US36049,3622,3551,3238,0.135391746411483,0.132519779071503,0.121060305828691,0.140150241058415,3750,26752,26796,26747,26757
"Livingston County, NY",county,05000US36051,7924,8644,8681,0.133919215818827,0.146747249762325,0.147550735968998,0.148935080018446,8720,59170,58904,58834,58549
"Madison County, NY",county,05000US36053,7574,7531,8180,0.112537517458619,0.111784002018673,0.12185493601871,0.118586293505562,7932,67302,67371,67129,66888
"Monroe County, NY",county,05000US36055,108469,111713,110192,0.15042491582118,0.154463361046855,0.151953544622012,0.14856064806004,107724,721084,723233,725169,725118
"Montgomery County, NY",county,05000US36057,9189,9366,10053,0.18721349550761,0.191080463522115,0.206211154642982,0.206066342908881,10014,49083,49016,48751,48596
"Nassau County, NY",county,05000US36059,79070,83615,82146,0.059768846424225,0.062854243403744,0.06153396705544,0.060046821591785,80282,1322930,1330300,1334970,1336990
"New York County, NY",county,05000US36061,276148,278958,283590,0.177117861357689,0.177413569411585,0.179160770241585,0.176236058718693,279847,1559120,1572360,1582880,1587910
"Niagara County, NY",county,05000US36063,28926,28624,28816,0.136939478866838,0.135828070058889,0.137091748138633,0.136198680176868,28523,211232,210737,210195,209422
"Oneida County, NY",county,05000US36065,35181,36529,37760,0.158997234123326,0.165012580690334,0.170596500422425,0.166733893811326,36789,221268,221371,221341,220645
"Onondaga County, NY",county,05000US36067,66530,68554,69487,0.147856601542794,0.152352379047492,0.154450221049613,0.151862559768709,68285,449963,449970,449899,449650
"Ontario County, NY",county,05000US36069,9983,11010,10975,0.095258542543345,0.104392843259029,0.103866974560872,0.10285207346307,10898,104799,105467,105664,105958
"Orange County, NY",county,05000US36071,44840,45944,46731,0.123696892956946,0.12626487481793,0.127935149519124,0.126477876879073,46342,362499,363870,365271,366404
"Orleans County, NY",county,05000US36073,5341,6127,6173,0.134473034896017,0.154855178688773,0.157117768332103,0.155780694348505,6089,39718,39566,39289,39087
"Oswego County, NY",county,05000US36075,20201,21565,21615,0.173516805387344,0.18522335884288,0.18619816343056,0.183050082849682,21100,116421,116427,116086,115269
"Otsego County, NY",county,05000US36077,8883,9288,9275,0.155001832172957,0.16365077966699,0.164675177103492,0.163187039658788,9106,57309,56755,56323,55801
"Putnam County, NY",county,05000US36079,5694,5476,5212,0.057740865808768,0.055600682316627,0.053060227226453,0.051598103685579,5061,98613,98488,98228,98085
"Queens County, NY",county,05000US36081,333910,344920,343834,0.14955368140063,0.152898203805167,0.151081368473781,0.146265971556513,334149,2232710,2255880,2275820,2284530
"Rensselaer County, NY",county,05000US36083,20300,19979,19186,0.132072034559933,0.129923589660218,0.124451075146758,0.123665330375329,19064,153704,153775,154165,154158
"Richmond County, NY",county,05000US36085,54956,57405,58470,0.118520116027044,0.123330404312321,0.125273171358786,0.129409501004832,60530,463685,465457,466740,467740
"Rockland County, NY",county,05000US36087,42063,44190,46118,0.135684908307931,0.141059526545622,0.145999867036853,0.145095387131781,46128,310005,313272,315877,317915
"St. Lawrence County, NY",county,05000US36089,19500,19710,19494,0.19584212112082,0.197277549794815,0.194403446487694,0.192020501482338,19107,99570,99910,100276,99505
"Saratoga County, NY",county,05000US36091,14192,14820,14583,0.0654292642896,0.067962945978171,0.066458248834486,0.064332627742851,14193,216906,218060,219431,220619
"Schenectady County, NY",county,05000US36093,19127,19361,19028,0.126757016468405,0.128021000707518,0.126159456323554,0.119649566928873,18055,150895,151233,150825,150899
"Schoharie County, NY",county,05000US36095,3557,3950,3936,0.115277417682136,0.128794548240895,0.129057643124139,0.14135432862483,4273,30856,30669,30498,30229
"Schuyler County, NY",county,05000US36097,2051,2388,2595,0.115185892395822,0.133684151598276,0.144826431521375,0.146291016825982,2617,17806,17863,17918,17889
"Seneca County, NY",county,05000US36099,3971,4175,4081,0.123300006210023,0.130090673978749,0.126971780591768,0.123805645186554,3952,32206,32093,32141,31921
"Steuben County, NY",county,05000US36101,15100,15439,15888,0.154917873008382,0.158514548553358,0.163402994898799,0.150810094062073,14558,97471,97398,97232,96532
"Suffolk County, NY",county,05000US36103,94659,100432,103269,0.064466237613648,0.06824448748004,0.070174162991554,0.072544531861994,106499,1468350,1471650,1471610,1468050
"Sullivan County, NY",county,05000US36105,13592,13346,12868,0.182455198335459,0.179974377992044,0.17521547909206,0.171128054633718,12479,74495,74155,73441,72922
"Tioga County, NY",county,05000US36107,4699,4736,4801,0.093469655679987,0.094852793911476,0.096481180040594,0.109857723577236,5405,50273,49930,49761,49200
"Tompkins County, NY",county,05000US36109,18194,18438,18547,0.20502129769444,0.205859366277382,0.205465945850135,0.200708395594665,18133,88742,89566,90268,90345
"Ulster County, NY",county,05000US36111,21858,21385,22290,0.125143848439567,0.12285287528006,0.128457074359876,0.130183751353668,22480,174663,174070,173521,172679
"Warren County, NY",county,05000US36113,7060,7690,7685,0.109457364341085,0.119256238078253,0.119623927898759,0.110614560057503,7079,64500,64483,64243,63997
"Washington County, NY",county,05000US36115,7891,7760,8004,0.132350474657006,0.13041359259197,0.134776971391045,0.128745294643912,7627,59622,59503,59387,59241
"Wayne County, NY",county,05000US36117,10371,10926,11541,0.113007093589618,0.119291196733303,0.126568257589051,0.11899812009289,10761,91773,91591,91184,90430
"Westchester County, NY",county,05000US36119,88169,89813,90752,0.094535290036959,0.095713344857058,0.096224274490261,0.097910882064968,92600,932657,938354,943130,945758
"Wyoming County, NY",county,05000US36121,3980,3861,4425,0.105104708585312,0.102354063941467,0.117883688094413,0.115337292034451,4312,37867,37722,37537,37386
"Yates County, NY",county,05000US36123,3817,3706,3446,0.158955565735227,0.154230305048067,0.143763037129746,0.139004062486912,3319,24013,24029,23970,23877
"Alamance County, NC",county,05000US37001,27236,28098,29042,0.183416053281973,0.187769394751438,0.192064016930097,0.184732914685094,28123,148493,149641,151210,152236
"Alexander County, NC",county,05000US37003,6219,6100,6191,0.171525498524423,0.168471056120194,0.172168302789288,0.173564753004005,6240,36257,36208,35959,35952
"Alleghany County, NC",county,05000US37005,2145,2277,1986,0.198335644937587,0.211577773648021,0.184332652682384,0.194542745390203,2089,10815,10762,10774,10738
"Anson County, NC",county,05000US37007,5897,5855,5865,0.241868668225257,0.241473171938796,0.242115257595773,0.228034429706017,5484,24381,24247,24224,24049
"Ashe County, NC",county,05000US37009,5629,5489,5510,0.210713483566669,0.205096588573777,0.20685512632804,0.199261714630104,5290,26714,26763,26637,26548
"Avery County, NC",county,05000US37011,2806,2815,2350,0.18042695473251,0.182401347761291,0.154159013382314,0.166932801064538,2509,15552,15433,15244,15030
"Beaufort County, NC",county,05000US37013,9875,9362,8660,0.209660297239915,0.198667345726169,0.18403604216253,0.174843035011174,8215,47100,47124,47056,46985
"Bertie County, NC",county,05000US37015,4612,4967,4304,0.233862380203844,0.254914036438286,0.223213359609999,0.209334032511799,3992,19721,19485,19282,19070
"Bladen County, NC",county,05000US37017,8860,9575,9342,0.258008153756552,0.27871572451534,0.273846514627426,0.281299711306192,9549,34340,34354,34114,33946
"Brunswick County, NC",county,05000US37019,18191,18273,18725,0.166076286815053,0.16324944386374,0.163101231642945,0.152341600128701,17992,109534,111933,114806,118103
"Buncombe County, NC",county,05000US37021,40206,39353,38256,0.170526262214984,0.164922574020912,0.158622748532192,0.147654695735997,35996,235776,238615,241176,243785
"Burke County, NC",county,05000US37023,17491,18086,17277,0.199700865435115,0.207208652215755,0.19931473662352,0.198643635520519,17135,87586,87284,86682,86260
"Cabarrus County, NC",county,05000US37025,23799,24062,23384,0.132470568589797,0.131446832919068,0.125225587061879,0.117121796385195,22324,179655,183055,186735,190605
"Caldwell County, NC",county,05000US37027,15822,16591,15765,0.194813829787234,0.204928359683794,0.195636796843007,0.175763377760095,14137,81216,80960,80583,80432
"Camden County, NC",county,05000US37029,598,679,803,0.05996189712223,0.067227722772277,0.07902765475839,0.10363707469691,1060,9973,10100,10161,10228
"Carteret County, NC",county,05000US37031,9516,10115,10056,0.144129407488186,0.151617351680307,0.14986810533689,0.131493891590559,8869,66024,66714,67099,67448
"Caswell County, NC",county,05000US37033,5014,4815,4634,0.226243118852089,0.216638171510843,0.209115523465704,0.220567663914083,4888,22162,22226,22160,22161
"Catawba County, NC",county,05000US37035,23156,23265,23629,0.152315049300453,0.153153924137295,0.155439630560343,0.158833731470271,24269,152027,151906,152014,152795
"Chatham County, NC",county,05000US37037,7920,9374,9041,0.123709407850549,0.143872304504643,0.13616579062307,0.13555594911302,9185,64021,65155,66397,67758
"Cherokee County, NC",county,05000US37039,4812,5190,5319,0.178818283166109,0.193859255939041,0.19960971216272,0.195346239761727,5247,26910,26772,26647,26860
"Chowan County, NC",county,05000US37041,4179,3950,3832,0.289564855875831,0.274001109877913,0.266314545833623,0.2443138078242,3491,14432,14416,14389,14289
"Clay County, NC",county,05000US37043,2543,2483,2235,0.242536957558417,0.235601100673688,0.210988388558482,0.162124192188817,1731,10485,10539,10593,10677
"Cleveland County, NC",county,05000US37045,18438,19225,19156,0.193011473075957,0.201418573464085,0.200866127696163,0.208481566602651,19866,95528,95448,95367,95289
"Columbus County, NC",county,05000US37047,13758,13291,12768,0.249813883391135,0.243006545507734,0.234507585497557,0.229868282499861,12443,55073,54694,54446,54131
"Craven County, NC",county,05000US37049,16641,16260,15664,0.166252060542485,0.161694510739857,0.155767700875099,0.15162847284549,15205,100095,100560,100560,100278
"Cumberland County, NC",county,05000US37051,52604,54198,54949,0.17002213998287,0.173606373062472,0.175120068583302,0.175617929657444,55235,309395,312189,313779,314518
"Currituck County, NC",county,05000US37053,2311,2477,2497,0.097502320479285,0.103028034273355,0.10265581318862,0.099959497772378,2468,23702,24042,24324,24690
"Dare County, NC",county,05000US37055,2980,3128,2885,0.087538922507491,0.091166098335811,0.083169972324723,0.082341524673916,2885,34042,34311,34688,35037
"Davidson County, NC",county,05000US37057,26105,25866,25655,0.162671286227933,0.160664372585314,0.159095841989396,0.162442617568162,26221,160477,160994,161255,161417
"Davie County, NC",county,05000US37059,5457,5905,5210,0.133547060838921,0.144101713114354,0.127330938240829,0.139246345845676,5735,40862,40978,40917,41186
"Duplin County, NC",county,05000US37061,15301,15758,15606,0.262569928269897,0.268976700520611,0.266514106154792,0.276222816766138,16106,58274,58585,58556,58308
